article_number,article_title,chunk_data,tokens,embeddings,file_id
1,Subject matter,"Chapter: GENERAL PROVISIONS
 Section: nan
 Article: Subject matter
 1. The purpose of this Regulation is to improve the functioning of the internal market and promote the uptake of human-centric and trustworthy artificial intelligence (AI), while ensuring a high level of protection of health, safety, fundamental rights enshrined in the Charter, including democracy, the rule of law and environmental protection, against the harmful effects of AI systems in the Union and supporting innovation. 2. This Regulation lays down:(a)harmonised rules for the placing on the market, the putting into service, and the use of AI systems in the Union;(b)prohibitions of certain AI practices;(c)specific requirements for high-risk AI systems and obligations for operators of such systems;(d)harmonised transparency rules for certain AI systems;(e)harmonised rules for the placing on the market of general-purpose AI models;(f)rules on market monitoring, market surveillance, governance and enforcement;(g)measures to support innovation, with a particular focus on SMEs, including start-ups.",220,"[-0.045846753, 0.033218704, 0.0119536845, -0.044364687, -0.04853756, 0.040815316, 0.0019286053, 0.007726993, 0.0064483285, 0.014166603, -0.0016251538, 0.012745338, -0.002054324, 0.07790588, 0.03655595, -0.053218868, 0.054451004, 0.017203772, -0.14523913, 0.054353196, 0.0030214598, -0.02941119, -0.033368412, -0.03967063, -0.015525178, -0.046303175, 0.06708454, 0.05124878, -0.0017503062, -0.012018989, -0.0056589614, -0.0037625784, 0.049717914, -0.044274002, 0.011967808, -0.014977565, 0.0125615, 0.016660541, 0.043391265, -0.023979167, -0.01308331, 0.04602771, 0.014423423, 0.0009549803, -0.06622252, 0.037330195, 0.012894303, 0.05941384, -0.068246566, 0.08948649, 0.049256653, -0.02228021, -0.07924711, -0.025304442, -0.08896703, 0.021239337, -0.04632267, -0.03804527, 0.051047303, -0.011853897, -0.012520262, 0.0050806473, -0.09925653, -0.018303828, -0.0011656531, 0.01645843, 0.023903955, -0.047601487, -0.06027396, 0.009744556, -0.010104394, 0.008947463, -0.06948529, 0.05050703, -0.012006105, 0.0038035691, 0.03486036, -0.066564105, -0.029899416, 0.01928208, 0.0016150458, 0.012803886, 0.030248381, 0.04511329, -0.0018756726, -0.08118903, 0.0030298901, -0.054447256, -0.11120479, -0.021798009, 0.041077048, 0.031289037, -0.013917618, 0.010001636, 0.03859419, -0.04800642, -0.06801925, -0.05337444, 0.054536015, 0.0764605, -0.0032755719, -0.036675896, 0.010089962, -0.05150065, 0.058347594, 0.066355966, 0.039419163, -0.0151808, -0.027761903, 0.030668894, 0.0014644053, 0.013927426, 0.045280542, 0.004310938, 0.007488602, -0.012277485, -0.019837268, 0.03013936, -0.03203394, -0.025516644, 0.012910789, 0.042150848, -0.041819893, 0.005133053, 0.021755332, 0.001276001, 0.019019451, -0.019387128, -0.007322517, 0.017288968, 0.11992374, -0.058038946, 0.0043613706, 0.07675808, 0.023996599, 0.043638024, 0.003843803, -0.0046699066, 0.018373195, 0.0004702091, 0.029494686, -0.0007975466, -0.082658134, -0.0064290515, 0.023437664, -0.057131413, 0.045087673, 0.003165213, -0.05687555, -0.013138117, -0.0019175017, -0.039936308, 0.035184696, 0.011974444, -0.008699838, -0.042415667, 0.048452668, -0.083335765, 0.052722834, -0.04496964, 0.007565482, 0.02711573, -0.012953719, -0.025456548, 0.0029296104, -0.0008043745, 0.00026179425, -0.04140892, 0.029143961, -0.04155533, 0.030443752, -0.015568902, 0.031499047, -0.107714154, 0.018550208, 0.021205507, 0.004791208, 0.074918084, -0.06777187, -0.012279112, 0.056365803, 0.052777, -0.04369171, -0.008980816, 0.034940507, -0.034377497, -0.0027457331, 0.009841832, 0.010030043, -0.010611706, 0.017461814, 0.042476527, 0.021181919, -0.009345474, 0.0067783883, -0.04553388, -0.006726663, -0.0089559015, 0.086744465, -0.03061687, -0.004601054, -0.016493695, 0.047157355, -0.054473553, -0.011511383, 0.029485341, -0.032855075, -0.009699796, -0.0008906857, -0.009584136, -0.028439354, 0.0044886954, -0.053698506, -0.09135069, -0.029221259, 0.0045343144, 0.058423072, -0.011460424, 0.06952347, -0.046256863, -0.027737943, -0.052448668, 0.019440513, 0.009765729, 0.02203727, 0.058702234, -0.01909458, -0.025952123, -0.0072527383, -0.0481872, -0.03012418, 0.0038073857, 0.016822875, 0.03270607, -0.05813921, 0.012159374, 0.015697254, -0.026015138, -0.016310213, 0.03800301, 0.003619509, 0.05302012, 0.037967656, -0.037461385, -0.0047952873, 0.018399034, 0.055351947, 0.02802675, -0.024377825, -0.049963184, -0.03404955, 0.0041488977, -0.01599102, 0.022976648, -0.04869988, -0.016566852, 0.017754948, 0.033472475, -0.02641625, -0.08396888, 0.017342074, 0.038513474, -0.038236413, -0.071656056, 0.03193736, -0.052418437, -0.051869437, -0.060128924, 0.011027832, -0.05124699, 0.017697413, -0.021899747, 0.018292563, -0.0053728307, 0.0010663659, 0.05945181, 0.009777432, 0.029100534, -0.01974962, -0.039715234, 0.05791003, 0.0024855472, -0.0023204712, -0.045341857, -0.015090494, -0.033274084, 0.017657863, 0.015388562, -0.03469804, -0.0139998635, -0.010960116, 0.046184693, -0.0031887665, -0.006373125, 0.025491092, 0.05262038, 0.0046861456, 0.023765432, -0.008149195, -0.049654443, 0.017552903, 0.019612264, -0.032554686, -0.030530082, -0.003999101, -0.04140515, 0.0324473, -0.01590733, -0.01907095, -0.002897841, 0.018268947, 0.034953505, -0.025264204, 0.0006988413, -0.038644716, -0.009886454, -0.0933959, 0.0474121, -0.016836975, -0.03808319, 0.02753842, 0.021398166, -0.02468704, -0.013084613, 0.04658051, -0.010256129, 0.021770662, 0.005592498, 0.02697239, -0.04494614, 0.008573264, 0.021415055, -0.044396438, -0.02315812, 0.017737621, -0.058219668, 0.0012922671, 0.025578717, 0.071426876, 0.026142733, 0.014193801, -0.019285604, 0.037026014, 0.03009288, -0.018086733, -0.013448594, 0.011385782, 0.004123845, -0.026015598, -0.01907234, 0.021766927, -0.015454938, 0.0055245957, -0.017268457, -0.022956844, -0.041904885, 0.03319689, -0.017483247, 0.046937663, -0.044678804, 0.011265451, -0.022672495, -0.030123278, 0.030253157, 0.02123129, -0.042390835, -0.027896117, -0.016827028, 0.03898266, -0.01731874, 0.045940273, 0.015304529, 0.027932959, 0.03249932, 0.02309399, -0.05478042, 0.030917313, 0.026920507, 0.02134837, -0.05125294, -0.043349545, -0.028211512, -0.008155222, -0.032305695, -0.04074686, 0.05736882, -0.013368093, 0.017861214, 0.04488567, 0.035116192, 0.017235167, 0.049987342, 0.04238552, 0.038113736, 0.019637143, 0.029250551, -0.0051916763, 0.048954137, 0.046882134, 0.013545673, -0.015299056, -0.045919776, 0.109678, -0.009712273, 0.016893782, 0.011558041, 0.044862043, 0.0050661894, 0.01938985, -0.016574949, -0.050519038, -0.05519273, -0.026632888, 0.031102126, -0.014443291, -0.023483798, 0.047531806, -0.0046094023, -0.04520211, 0.06541571, 0.026521422, 0.020784263, 0.038835134, -0.017809829, 0.026685504, -0.062326845, -0.05513512, -0.0035834077, -0.02048565, 0.069059595, 0.014000359, 0.0043834005, -0.022616323, -0.012985152, 0.016341904, 0.050836176, -0.020906577, -0.013596924, -0.042505275, -0.01164644, -0.03398147, 0.015263699, -0.021743068, -0.0087475935, 0.0082753375, 0.011445005, 0.029985642, 0.017499931, 0.0004317822, -0.072703406, -0.007862469, -0.039957132, -0.00828995, -0.013095408, -0.057497967, 0.014263229, 0.049852766, 0.014235114, 0.016788686, -0.0103827845, -0.019964363, -0.028524466, 0.062608846, -0.025261892, -0.017688219, -0.021789294, 0.025012102, 0.02496597, -0.017432041, 0.028181996, 0.08171758, -0.04223191, 0.025981842, -0.0015227718, -0.02930916, -0.01294003, 0.018266885, 0.0047566453, 0.04784773, -0.0009817064, -0.013458501, 0.020924818, -0.0062827156, 0.04542787, 0.08420927, -0.0123171, -0.051930603, -0.029842503, 0.06837549, -0.010358122, -0.029861262, 0.049764685, -0.029715111, -0.07070465, 0.0060520233, -0.036390577, 0.02542727, 0.034017228, -0.0016656693, 0.010218805, 0.08869644, -0.0034708525, -0.011288504, -0.0708412, -0.02524384, 0.036860745, -0.024244903, -0.0028003813, -0.013176583, 0.02338113, 0.023855165, -0.008610872, 0.008927887, 0.028828405, 0.027132496, 0.03524894, -0.00629734, 0.017643949, 0.017796133, 0.01852117, -0.029875262, -0.04002565, 0.001094613, 0.0034811404, -0.04647195, -0.012940615, -0.025864724, -0.04999307, 0.009026843, 0.02674083, -0.04216308, 0.09892566, 0.025853919, 0.008043155, -0.013281324, -0.005777691, 0.0028379664, 0.03880991, 0.02307928, 0.037850842, 0.024451548, -0.006076484, 0.05404037, 0.047036003, 0.0011130051, -0.01547364, 0.0030523771, 0.03368269, 0.0009012506, 0.06240495, -0.0050034625, -0.05433753, -0.026958264, 0.109285444, -0.005095923, 0.026792824, 0.086122155, -0.011759839, -0.014468043, 0.009155047, -0.0021519316, 0.0026695253, 0.00031464043, -0.07607277, 0.05432892, 0.057119414, -0.07519256, 0.01832392, -0.023310306, 0.008772583, -0.046126354, 0.01201545, 0.0094927065, -0.06050495, 0.012556541, -0.039634656, -0.007846108, 0.010284841, -0.044179086, -0.0005965953, 0.007035873, 0.0033304621, 0.07939597, -0.0012709558, 0.048721872, -0.027682327, 0.0022005173, 0.061545815, 0.0026872281, 0.015450702, -0.032814942, 0.026871312, 0.022637619, -0.031692244, -0.023509564, 0.0027638287, -0.07302402, -0.0049012466, 0.013570667, 0.01598842, -0.00668647, -0.0048314976, 0.012855753, 0.030083118, 0.0033743398, 0.018552303, -0.024402965, -0.009951915, -0.040186245, 0.006156945, -0.014592009, 0.01598314, -0.017937722, -0.015177568, -0.094172545, 0.05340584, 0.0016388827, -0.017790802, -0.02817128, -0.026432814, -0.02724945, -0.025191436, -0.005196345, 0.01862021, -0.036665976, 0.012158428, 0.011522463, -0.013411188, -0.028086316, 0.058021583, -0.055088915, 0.024091419, 0.0061838543, -0.0076181497, -0.026303273, 0.052862342, -0.011306075, -0.012744126, 0.009138979, -0.050973892, 0.021644829, 0.053022474, 0.03203335, -0.0009654096, -0.0076543735, -0.003984396, -0.010835975, -0.018983515, 0.035469837, 0.022950914, -0.003053799, 0.055339888, -0.038407158, 0.016433835, -0.008748931, 0.013766624, 0.020151705, -0.0019586526, 0.0502275, 0.011657112, 0.03752212, -0.009656022, -0.046456162, 0.03601024, -0.0003047259, -0.027865874, -0.0644755, 0.025883391, 0.035050046, -0.04095295, -0.046374217, -0.009577281, -0.019430757, -0.003425013, -0.026355335, 0.0025713537, -0.021999067, 0.027514879, 0.009122335, -0.0059318366, -0.019390613, 7.083984e-05, 0.0055006277, -0.05197277, -0.02552207, -0.05081717, 0.0673804, -0.009466488, -0.00046832702, 0.044263303, -0.03007661, -0.030073794, -0.043563023, -0.0053809276, 0.009486963, 0.037610322, 0.009638096, 0.016258301, -0.06289925, -0.027168628, -0.029038388, -0.01998425, -0.080949835, -0.034662385, 0.0035866285, 0.016945045, 0.06757147, 0.044605043, -0.098765984, 0.03610251, -0.0122452425, 0.057361014, 0.097501375, -0.004321308, -0.016291758, -0.008485078, -0.010667206, 0.0071947025, -0.013963397, -0.021186111, 0.007824134, -0.031433426, -0.00540272, 0.023869589, 0.033152547, 0.019923767, -0.059642736, -0.0029748373, -0.029551927, 0.012254862, 0.07292081, -0.014122392, -0.004733615, 0.06062326, -0.0064749643, -0.001460942, 0.01751717, -0.01358944, -0.0043601515, -0.009161325, -0.0026195797, 0.01742876, -0.022841286, 0.041087747, -0.01734771, 0.008227277, -0.026951846, 0.002753003, 0.023392947, 0.009199133, -0.028866034, 0.013874018, 0.023815935, 0.043681473, 0.0066657728, -0.060996365, -0.0017010855, 0.0046508443, 0.042838823, -0.007127194, -0.0365091, 0.008243594, 0.006231737, 0.0401602, -0.045292426, -0.058742005, 0.025523908, -0.02590224]",gs://vertex-ai-hack/dataset/ai_act_regulations_with_embeddings.csv
2,Scope,"Chapter: GENERAL PROVISIONS
 Section: nan
 Article: Scope
 1. This Regulation applies to:(a)providers placing on the market or putting into service AI systems or placing on the market general-purpose AI models in the Union, irrespective of whether those providers are established or located within the Union or in a third country;(b)deployers of AI systems that have their place of establishment or are located within the Union;(c)providers and deployers of AI systems that have their place of establishment or are located in a third country, where the output produced by the AI system is used in the Union;(d)importers and distributors of AI systems;(e)product manufacturers placing on the market or putting into service an AI system together with their product and under their own name or trademark;(f)authorised representatives of providers, which are not established in the Union;(g)affected persons that are located in the Union. 2. For AI systems classified as high-risk AI systems in accordance with Article 6(1) related to products covered by the Union harmonisation legislation listed in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in so far as the requirements for high-risk AI systems under this Regulation have been integrated in that Union harmonisation legislation. 3. This Regulation does not apply to areas outside the scope of Union law, and shall not, in any event, affect the competences of the Member States concerning national security, regardless of the type of entity entrusted by the Member States with carrying out tasks in relation to those competences. This Regulation does not apply to AI systems where and in so far they are placed on the market, put into service, or used with or without modification exclusively for military, defence or national security purposes, regardless of the type of entity carrying out those activities. This Regulation does not apply to AI systems which are not placed on the market or put into service in the Union, where the output is used in the Union exclusively for military, defence or national security purposes, regardless of the type of entity carrying out those activities. 4. This Regulation applies neither to public authorities in a third country nor to international organisations falling within the scope of this Regulation pursuant to paragraph 1, where those authorities or organisations use AI systems in the framework of international cooperation or agreements for law enforcement and judicial cooperation with the Union or with one or more Member States, provided that such a third country or international organisation provides adequate safeguards with respect to the protection of fundamental rights and freedoms of individuals. 5. This Regulation shall not affect the application of the provisions on the liability of providers of intermediary services as set out in Chapter II of Regulation (EU) 2022/2065. 6. This Regulation does not apply to AI systems or AI models, including their output, specifically developed and put into service for the sole purpose of scientific research and development. 7. Union law on the protection of personal data, privacy and the confidentiality of communications applies to personal data processed in connection with the rights and obligations laid down in this Regulation. This Regulation shall not affect Regulation (EU) 2016/679 or (EU) 2018/1725, or Directive 2002/58/EC or (EU) 2016/680, without prejudice to Article 10(5) and Article 59 of this Regulation. 8. This Regulation does not apply to any research, testing or development activity regarding AI systems or AI models prior to their being placed on the market or put into service. Such activities shall be conducted in accordance with applicable Union law. Testing in real world conditions shall not be covered by that exclusion. 9. This Regulation is without prejudice to the rules laid down by other Union legal acts related to consumer protection and product safety. 10. This Regulation does not apply to obligations of deployers who are natural persons using AI systems in the course of a purely personal non-professional activity. 11. This Regulation does not preclude the Union or Member States from maintaining or introducing laws, regulations or administrative provisions which are more favourable to workers in terms of protecting their rights in respect of the use of AI systems by employers, or from encouraging or allowing the application of collective agreements which are more favourable to workers. 12. This Regulation does not apply to AI systems released under free and open-source licences, unless they are placed on the market or put into service as high-risk AI systems or as an AI system that falls under Article 5 or 50.",929,"[-0.00471153, 0.03327254, -0.03335749, -0.006186151, -0.029600047, 0.03166786, 0.054840237, -0.024105348, -0.0067790025, 0.034535997, -0.009288981, 0.004188933, 0.011756064, 0.06577183, 0.018958623, -0.034434658, 0.03241783, 0.03188638, -0.12956984, 0.04304112, -0.01684075, -0.019649586, -0.04021252, -0.0018851458, -0.010841466, -0.07172938, 0.05534414, 0.045899846, 0.010316453, -0.040134687, -0.00085510046, -0.007974843, 0.040011313, -0.055265, 0.011065282, -0.023346787, 0.010385642, 0.042479753, 0.037651926, -0.030548267, -0.054071333, 0.036879648, 0.004850401, 0.017648611, -0.05388002, 0.049106736, 0.012467946, 0.044469427, -0.08242803, 0.065556996, 0.05657037, -0.013096985, -0.07849729, 0.0031313004, -0.07611471, 0.0011914651, -0.03877696, -0.049137205, 0.03340669, 0.027698679, 0.0047501735, -0.010713222, -0.07778986, 0.0052336655, 0.052965004, 0.0013908666, -0.008027369, -0.029240038, -0.087336786, 0.0023278713, 0.016351527, -0.009682793, -0.069057435, 0.03440996, -0.042970818, -0.012268477, 0.068607025, -0.07922787, -0.012429421, 0.03224882, 0.004337691, -0.010084987, -0.017787442, 0.036999818, 0.006099648, -0.041011922, 0.014508914, -0.06953675, -0.11249546, -0.041629758, 0.078548245, 0.000286459, -0.014013328, -0.013241626, 0.03323596, -0.044767104, -0.08102076, -0.05602678, 0.060517434, 0.022974942, -0.026705835, -0.014473885, -0.011009632, -0.03899829, 0.061689503, 0.06758621, 0.013006224, -0.01913695, -0.037483696, 0.0047618183, -0.020320548, 0.010400843, 0.036120653, 0.000771632, -0.0034382127, -0.0066367188, 0.0057728444, 0.021894595, -0.038507998, -0.019088667, 0.0037217208, 0.035901967, -0.041252926, -0.00951481, 0.012349057, 0.020943336, 0.02490478, -0.027651992, -0.031077038, 0.024491822, 0.1148748, -0.058059167, 0.032490678, 0.077626124, -0.032791443, 0.03085417, 0.0064397785, -0.026091453, 0.031055003, 0.027638802, -0.031070383, -0.07088329, -0.07603161, 0.023633601, 0.022386719, -0.07641688, 0.021240056, 0.02419419, -0.045763787, 0.00797502, -0.015187643, -0.05111372, 0.053114768, 0.005267565, -0.017740903, -0.044677, 0.04730177, -0.10268145, 0.049539596, -0.032113742, 0.025893519, 0.0020063133, 0.0303146, -0.033637203, 0.046378765, -0.016038168, -0.00887751, -0.062211722, -0.00023103059, -0.0013531437, 0.03292239, -0.014818325, 0.018037405, -0.102044255, 0.018800607, 0.021242013, 0.006690018, 0.0337939, -0.031686887, -0.069591224, 0.07473772, 0.065752074, -0.026267637, -0.028749961, -0.003937521, -0.031772744, -0.0043323156, 0.0053632604, 0.03598997, -0.01517093, 0.031166632, 0.021386232, 0.01417747, -0.0036124447, -0.008837574, -0.0418098, -0.021396102, 0.022959996, 0.079415016, -0.038205232, -0.012348548, 0.023369623, 0.017664297, -0.0553618, -0.011561907, 0.059619583, -0.0045500933, 0.015150808, -0.009282129, 0.012004452, 0.00014263754, -0.021943383, -0.05459086, -0.057526536, -0.03238883, -0.011297774, 0.010218391, -0.0036430387, 0.046311494, -0.088693045, -0.04029304, -0.043516546, 0.025769737, 0.017245134, 0.032145, 0.059010923, -0.019888084, -0.017566295, -0.0145045025, -0.055394355, -0.0030347111, 0.043255474, -0.013917697, 0.03855039, -0.006758879, -0.005025746, -0.0073040514, -0.038055517, -0.05640561, 0.043128148, 0.01080571, 0.033958733, 0.027787983, -0.04424002, 0.0064793495, 0.032423552, 0.052655872, 0.0026729652, -0.038354907, -0.0670232, -0.042323783, -0.042540595, -0.047013946, 0.03990432, 0.0017845856, -0.035323493, 0.0036609382, 0.02439055, -0.035049707, -0.053795703, 0.04409372, 0.024559192, 0.0054298886, -0.05025138, 0.014181548, -0.089256205, -0.056795117, -0.061989706, 0.015187557, -0.045362134, 0.006938677, -0.030620288, 0.01264657, -0.0009292647, 0.00303256, 0.0539616, -0.016287468, 0.012042788, -0.011377511, -0.07417229, 0.06550201, 0.048052307, 0.01598865, -0.012310939, -0.01059791, -0.03809429, 0.012422871, 0.004335024, -0.029298991, -0.027250975, 0.0121305445, 0.037464697, -0.010961912, 0.012371535, 0.02261165, 0.042831868, -0.018040463, 0.03480258, -0.009632607, -0.026944377, 0.035114348, 0.03018794, -0.028195772, -0.010529522, 0.032615054, -0.021388244, 0.03559042, -0.027855985, -0.031198738, 0.002500064, -0.0138984695, 0.016725147, -0.007863054, -0.03193721, -0.026292643, 0.02771598, -0.15647279, 0.055783797, -0.0015762781, -0.036975786, 0.042376406, 0.03328507, -0.04060169, -0.030223196, 0.027648184, 0.025422163, 0.013231654, 0.0016000433, 0.007233627, -0.050953023, 0.016126448, 0.021610023, -0.024864417, -0.047916427, 0.0009512278, -0.037336256, -0.0039846627, -0.008156121, 0.08479779, 0.026199639, 0.036694527, -0.015985837, 0.041199766, 0.029183969, -0.0068103736, -0.014583667, 0.031062976, -0.0043380703, -0.024828305, -0.0014320132, 0.0028670942, -0.0038437892, -0.011589125, -0.027347576, 0.004639367, -0.020233518, 0.020314997, -0.016912837, 0.03319688, -0.05068163, 0.005521965, -0.02127588, -0.03471131, 0.009213873, 0.020965192, -0.03624109, -0.003269094, -0.015464958, 0.0012791633, -0.0015784834, 0.05842353, 0.014673876, 0.023668993, 0.0438592, 0.02733051, -0.07573506, -0.0060641533, 0.023116149, -0.0050010723, -0.02325492, -0.014374642, -0.039446037, 0.0047109383, -0.013722738, -0.047914173, 0.038706057, -0.045990914, 0.009624013, 0.04086709, 0.025803128, 0.001385728, 0.05486256, 0.032250457, 0.010005695, -0.021534683, 0.025410712, 0.00048361672, 0.044799574, 0.031537745, -0.0036455477, 0.022167714, -0.052548338, 0.117158115, -0.022489076, 0.01919934, 0.016348267, 0.051655892, 0.0055328156, 0.025357697, -0.0025870535, -0.037487395, -0.08271123, -0.0072532957, 0.031566348, -0.025275989, -0.02152935, 0.09647269, -0.0065800613, -0.018707056, 0.05830478, 0.026782012, -0.005648938, 0.04347518, -0.0051323776, 0.048919544, -0.060277637, -0.08570821, -0.009674939, -0.01549992, 0.0077677146, -0.0043250206, 0.016502712, -0.005537755, 0.011676742, 0.008640164, 0.04840002, 0.012500642, -0.045343563, -0.036293343, 0.0026979204, -0.033635296, -0.018822841, 0.0125873545, 0.013610494, -0.024300985, 0.023854954, 0.009582328, 0.017522063, -0.0024713327, -0.08059794, -0.0039505837, -0.054536734, 0.0053067743, -0.030840961, -0.0424306, 0.02015317, 0.06699005, 0.006074006, 0.01680706, -0.008352754, -0.034468517, -0.012815483, 0.052313223, 0.008544142, -0.008599107, -0.030401602, 0.005539569, 0.010607876, -0.0060325316, 0.024830587, 0.07535877, -0.015497821, 0.04053845, -0.03350905, 0.0077765277, -0.03553687, 0.007918209, -0.011452034, -0.0054513286, 0.010241793, 0.0024241782, 0.015049108, 0.021144478, 0.020779079, 0.07702045, -0.0059503596, -0.045742664, -0.023258964, 0.057132836, 0.0014706668, -0.013859276, 0.04641024, -0.03788242, -0.071050294, 0.0075295856, -0.05190749, 0.06843919, 0.02211934, -0.017136512, 0.01147651, 0.086135864, 0.017217936, -0.0003340488, -0.03647436, -0.0022298861, 0.052462455, -0.033070393, -0.008543596, 0.012405235, 0.050692715, 0.04639456, -0.021754669, -0.013000419, 0.05233849, 0.030490328, 0.053334538, 0.01627965, 0.027949054, -0.0044314894, -0.0034912797, -0.006245879, -0.036558233, 0.016090406, 0.019041337, -0.011398674, 0.020611884, -0.05412356, -0.04420537, 0.030720856, -0.0046565044, -0.016598469, 0.09898375, 0.011897183, 0.022333646, -0.025790676, 0.0020685638, -0.011169451, 0.04017759, 0.027866067, 0.010058373, 0.03325461, -0.034109764, 0.039946336, 0.03354601, 0.016459731, -0.016826568, -0.008116445, 0.056248482, 0.0079419855, 0.07198562, -0.009680092, -0.026692443, -0.017787896, 0.079391696, 0.025455888, 0.024258913, 0.05804245, 0.0031172107, 0.0126322415, 0.003960766, 0.010280378, -0.0024171495, 0.011994427, -0.012005921, 0.041190412, 0.029973887, -0.05402513, 0.0061375415, -0.04752228, 0.02228966, -0.053168565, 0.017828658, 0.014276559, -0.03202173, -0.027020896, -0.07452945, -0.016760968, -0.008959603, -0.020838913, -0.0025374196, 0.0017003405, -0.0015663536, 0.05959367, 0.0018583487, 0.03966896, -0.037427343, -0.0062537403, 0.050364863, -0.014037017, 9.534102e-05, -0.031738847, -0.0062220013, 0.02917841, -0.04548259, -0.046137735, 0.018495848, -0.06406602, 0.0283166, 0.013748026, 0.02262635, 0.0041843047, -0.014585099, 0.011884567, 0.0013085055, -0.058942474, 0.0049451683, -0.03633215, -0.044049744, -0.023043556, -0.008323772, -0.01836778, 0.011476976, -0.017598193, -0.019727683, -0.08647715, 0.054069594, -0.007747287, -0.03617415, -0.047274813, -0.014858367, -0.008209999, 0.01060962, -0.0056719496, 0.032567456, -0.045827217, -0.006597176, -0.011503805, -0.0017403902, -0.02774577, 0.041893587, -0.02381853, 0.017530661, -0.005695575, 0.0033722233, -0.02361866, 0.0598336, 0.0029938312, -0.005379642, -0.00019907932, -0.01826896, 0.054485865, 0.048429742, 0.023186905, 0.016222002, -0.012365239, -0.011000028, 0.0009704105, -0.043772932, 0.005020327, 0.030866578, 0.016774433, 0.02854988, -0.0637719, 0.038393263, -0.039521802, 0.0041755303, -0.0042002825, -0.014155527, 0.013292611, 0.004973479, 0.03442318, -0.028963411, -0.059378132, 0.02755181, 0.0013525352, -0.04176742, -0.08526167, 0.011673223, 0.016742518, -0.017815933, -0.04806494, -0.010788937, -0.029512728, -0.0023898433, -0.006912245, 0.026068963, -0.023656521, 0.023666799, 0.006573124, 0.015750326, -0.0382943, -0.0146960905, -0.00055880065, -0.012291803, -0.02918313, -0.052788146, 0.06719742, -0.0010823064, -0.03275486, 0.044900253, -0.039278977, -0.036311623, -0.020205116, -0.03044103, 0.007049672, 0.050981328, 0.029631136, -0.01063004, -0.04155982, -0.01357572, -0.048933383, -0.0019154268, -0.08075325, -0.045059156, 0.010137247, -0.0032964265, 0.044899628, 0.035379883, -0.058260284, 0.03461793, -0.001658096, 0.066793844, 0.083188154, -0.02175878, -0.009541456, 0.0038200528, -0.01138358, 0.0149686, 0.009574882, 0.017094662, 0.010337822, -0.021357235, -0.013531193, 0.031664, 0.047319453, 0.033742618, -0.03769207, -0.018356672, -0.025976684, 0.006387271, 0.062809974, -0.009029042, 0.0019915658, 0.045971163, 0.006617736, -0.005430527, 0.019441385, -0.015053016, 0.008085549, 0.0069748685, 0.005419015, 0.025990564, -0.028921483, 0.032210264, 0.0028838455, 0.0389811, -0.0042139245, -0.0018559673, 0.0290057, -0.014329846, -0.04688437, 0.036666777, 0.018792586, 0.047446977, 0.019870482, -0.058894284, 0.019485574, 0.0092304265, 0.04086413, -0.015484102, -0.015460295, 0.030004943, 0.0011313367, 0.0018722144, -0.027750133, -0.038245164, 0.07069471, -0.031646]",gs://vertex-ai-hack/dataset/ai_act_regulations_with_embeddings.csv
